Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Sankranti," A36, Block A, 6th Street, Anna Nagar East, Chennai",Anna Nagar East,"['Andhra', ' North Indian', ' Chinese', ' Seafood', ' Biryani']","['Thali', ' Vegetable Biryani', ' Fish', ' Curd Rice', ' Omelette', ' Chicken Biryani', ' Steamed Rice']",700.0,3.9,339,4.1,1189,"['Home Delivery', 'Indoor Seating']"
The Cupcake Company," 187, St Mary's Road, Alwarpet, Chennai",Alwarpet,"['Bakery', ' Desserts']","['Cupcake', ' Death By Chocolate', ' Tiramisu', ' Rainbow Cake', ' Red Velvet Cake', ' Brownie', ' Lemonade']",600.0,4.0,272,4.3,997,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
Mozza," 87/1, F Block, 2nd Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['Italian', ' Continental', ' Mexican', ' Chinese']","['Fries', ' Fish', ' Hot Chocolate', ' Garlic Bread', ' Chicken Wings', ' Onion Rings', ' Burgers']",900.0,3.9,169,3.9,1458,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Live Music', 'Kid Friendly']"
Majestic 1963," 537, Anna Salai, Near Audi Showroom, Nandanam, Chennai",Nandanam,"['North Indian', ' Mughlai', ' Seafood', ' Kerala', ' Chinese', ' Ice Cream', ' Beverages']","['Biryani', ' Paratha', ' Fried Rice', ' Mutton Chops', ' Mutton Samosa', ' Appam', ' Shawarma']",900.0,4.0,296,3.4,851,"['Home Delivery', 'Table booking recommended', 'Valet Parking Available', 'Indoor Seating']"
Inchins," 42/1, Shanti Niketan Colony, Anna Nagar West Extension, Thirumangalam, Anna Nagar West, Chennai",Anna Nagar West,"['North Indian', ' Chettinad', ' Chinese', ' Beverages']","['Chicken Grill', ' Tandoori Chicken', ' Barbeque Chicken', ' Prawn', ' Chicken Soup', ' Shawarma']",600.0,3.7,401,3.7,3453,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table booking recommended']"
Kebapci," Shop 8-10, Shyam Gardens, Khader Nawaz Khan Road, Nungambakkam, Chennai",Nungambakkam,"['Turkish', ' Kebab']","['Burgers', ' Rolls', ' Adana Kebab', ' Turkish Kebab', ' Murgh Malai', ' Mutton Kebab', ' Mutton Roll']",500.0,4.3,375,3.7,352,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Amar Fast Food & Restaurant," 45, G N Chetty Road, Tower Victorie, T. Nagar, Chennai",T. Nagar,"['North Indian', ' South Indian', ' Fast Food', ' Chinese']","['Pav Bhaji', ' Tawa Pulav', ' Chaat', ' Dahipuri', ' Filtered Coffee', ' Potato Masala', ' Tea']",800.0,4.0,331,4.1,410,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Winter Palace," 74, Russian Cultural Centre, Kasturi Ranga Road, Alwarpet, Chennai",Alwarpet,"['European', ' Russian', ' Continental', ' Momos']","['Salad', ' Mashed Potato', ' Cheesecake', ' Beer', ' Cheese Balls', ' Salmon', ' Banana Strudel']",1100.0,3.9,329,3.9,49,"['Home Delivery', 'Outdoor Seating', 'Table booking recommended', 'Smoking Area', 'Indoor Seating', 'Wifi']"
Matta Veg Food Corner," 391, 8th Avenue, Ashok Nagar, Chennai",Ashok Nagar,"['North Indian', ' Chinese']","['Roti', ' Panner Tikka', ' Butter Naan', ' Panneer Butter Masala', ' Paneer 65', ' Paneer Fried Rice', ' Veg Ball Manchurian']",250.0,3.8,479,3.8,2571,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Rehoboth Biriyani and Kebabs," 55/60, Advent Church Complex, ECR, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Biryani', ' North Indian', ' Chinese', ' Kebab', ' Chettinad']",['Beef Biryani'],600.0,3.8,452,3.4,14600,"['Home Delivery', 'Indoor Seating']"
Suryas Chettinad Multi Cuisine Restaurant," 1, TVH Crossway, Nehru Main Road, Sholinganallur, Chennai",Sholinganallur,"['Chettinad', ' Biryani', ' North Indian', ' South Indian', ' Chinese', ' Seafood', ' Beverages']",['Hyderabadi Chicken'],600.0,4.0,349,3.6,32600,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Kalo's," Shop 8, Thiruvalluvar Nagar, Besant Nagar, Chennai",Besant Nagar,"['Continental', ' Italian']","['Waffles', ' Pasta', ' Paneer Pizza', ' Burgers', ' Garlic Bread', ' Chicken Popcorn', ' Nutella Waffle']",500.0,4.1,323,3.8,794,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Pet Friendly']"
Galito's," 41, Upper Ground, Old Door 66, New Door 142, Phoenix Market City Chennai, Velachery Road, Velachery, Chennai",Velachery,"['Fast Food', ' Portuguese']","['Fries', ' Malva Pudding', ' Burgers', ' Pineapple Chicken', ' Potato Wedges', ' Chicken Tenders', ' Peri Peri Chicken']",1000.0,4.2,316,4.0,343,"['Home Delivery', 'Mall Parking', 'Indoor Seating']"
Table 9," 20, A1, Next to SRM University, Thailavaram, Potheri, Chennai",Potheri,"['Biryani', ' North Indian', ' Kerala']",['Chicken Biryani'],600.0,3.5,439,4.0,8572,"['Home Delivery', 'Free Parking', 'Table Reservation Not Required', 'Indoor Seating']"
Pappa Roti," Palladium Mall, 28, Velachery Road, Nagendra Nagar, Anna Garden, Velachery, Chennai","Phoenix Market City, Velachery","['Cafe', ' Desserts']","['Coffee', ' Tea', ' Cappuccino', ' Hot Chocolate', ' Sandwich', ' Pizza', ' Pasta']",800.0,4.2,309,3.9,97,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required', 'Smoking Area', 'Desserts and Bakes', 'Free Wifi']"
Naattarasan," 245, Urapakkam, GST Road, Chennai",GST Road,['North Indian'],"['Mutton Biryani', ' Spring Roll', ' Lamb', ' Kadai Paneer', ' Tandoori Chicken', ' Faluda', ' Carrot Halwa']",500.0,4.0,408,3.9,2503,['Indoor Seating']
SGS Snackers," 3/1, Annai Sathya St, MGR Nagar, Nesapakkam, K.K. Nagar, Chennai",K.K. Nagar,"['Pizza', ' Burger', ' Sandwich', ' Rolls', ' Fast Food', ' Beverages']","['Sandwich', ' Burgers', ' Fries', ' Chicken Burger', ' Pizza']",300.0,3.9,351,4.0,11900,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Kathi Junction," 3/43, Rajiv Gandhi Salai, Old Mahabalipuram Road (OMR), Karapakkam, Chennai",Karapakkam,"['Rolls', ' Fast Food', ' Desserts']","['Rolls', ' Kathi Roll', ' Chicken Roll', ' Roti', ' Veggie Roll', ' Mutton Roll', ' Paneer Roll']",300.0,3.8,454,3.5,15400,"['Home Delivery', 'Indoor Seating']"
Goddy's," Flat 1A, 20, Crystal Lawn, Haddows Road 1st Street, Nungambakkam, Chennai",Nungambakkam,"['Cafe', ' Continental', ' Italian', ' Fast Food', ' Desserts', ' Beverages']","['Pasta', ' Waffles', ' Fries', ' Pancakes', ' Hot Chocolate', ' Mocktails', ' Roasted Chicken']",1200.0,4.0,254,3.7,245,"['Breakfast', 'Home Delivery', 'LGBTQIA Friendly', 'Board Games', 'Live Entertainment', 'Live Music', 'Free Wifi', 'All Day Breakfast', 'Brunch', 'Desserts and Bakes', 'Free Parking', 'Live Sports Screening', 'Indoor Seating']"
AGS Restaurant," 8/1,  Vijayanagaram, Velachery Main Road, Opposite Putru Koil, Medavakkam, Chennai",Medavakkam,"['North Indian', ' Chinese', ' South Indian', ' Mughlai', ' Seafood', ' Chettinad']",Invalid,600.0,3.9,380,3.8,7518,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Jack N Jill Fast Food," No 5072A, Z Block, 5th Avenue, Anna Nagar, Chennai ",Anna Nagar West,"['Biryani', ' Chinese', ' North Indian', ' Seafood']","['Tandoori Chicken', ' Tangdi Kabab', ' Panneer Butter Masala', ' Chicken Tikka', ' Fried Rice Chicken', ' Chicken Pulao', ' Beef Chilli']",400.0,4.1,404,3.9,2896,"['Home Delivery', 'Indoor Seating']"
Toscano," 11, Khader Nawaz Khan Road, Nungambakkam, Chennai",Nungambakkam,"['Italian', ' Continental', ' Fast Food']","['Pizza', ' Tiramisu', ' Pasta', ' Salad', ' Garlic Bread', ' Salmon', ' Creme Brulee']",1200.0,4.3,291,3.9,82,"['Home Delivery', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating']"
Craveyard Cafe," 9, 11th Cross Street, Indira Nagar, Adyar, Chennai",Adyar,"['Cafe', ' Fast Food', ' Beverages']","['Pasta', ' Burgers', ' Fries', ' Hot Chocolate', ' Sandwich', ' Brownie', ' Chicken Pops']",650.0,3.9,300,4.0,178,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pet Friendly']"
Cool Biz," 2, Lattice Bridge Road, Near Adyar Signal, Adyar, Chennai",Adyar,"['Juices', ' Beverages', ' Ice Cream', ' Street Food']","['Chicken Roll', ' Brownie Milkshake', ' Chaat', ' Chicken Sandwich', ' Mocktails', ' Mango Milkshake', ' Chocolate Milkshake']",250.0,4.2,328,3.9,989,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Cafe Amin," 21, Royapettah High Road, Near Royapettah Police Station, Royapettah, Chennai",Royapettah,"['North Indian', ' Mughlai', ' Chinese', ' Biryani', ' Desserts', ' Beverages']","['Paya', ' Paratha', ' Faluda', ' Biryani', ' Chicken Tikka', ' Appam', ' Kheer']",550.0,4.0,350,4.3,2947,"['Home Delivery', 'Indoor Seating']"
De'cafe Restaurant," 4/169, OMR, Anna Street, Egatoor, Chennai",Old Mahabalipuram Road (OMR),"['Continental', ' North Indian', ' Chinese', ' South Indian']","['Biryani', ' Paratha', ' Rumali Roti', ' Fried Rice Chicken', ' Naan']",550.0,3.7,465,3.6,7927,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Rooftop', 'Table booking recommended']"
Rahman Biriyani," 2/16, Mount Poonamallee High Road, Opposite Gokul Sandiva, Ramapuram, Chennai",Ramapuram,"['Biryani', ' Chinese', ' North Indian']","['Fish Finger', ' Noodle', ' Chicken Biryani', ' Tandoori Chicken', ' Bbq Chicken', ' Fried Rice Chicken', ' Tomato Rice']",600.0,3.9,332,3.9,113,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Down South Multicuisine Restaurant," 47, Ranganathan Nagar, Selaiyur, Chennai",Selaiyur,"['South Indian', ' Chettinad']","['Fish', ' Chicken Grill', ' Fried Rice Chicken', ' Shawarma', ' Tandoori Chicken', ' Barbeque Chicken', ' Mutton Soup']",500.0,4.1,440,4.0,2027,"['Home Delivery', 'Indoor Seating']"
That Waffle Place !," 17A/29, Barnaby Road, Kilpauk, Chennai",Kilpauk,"['Desserts', ' Beverages']","['Chocolate Waffles', ' Nutella Pancakes', ' Lemonade', ' Double Trouble', ' Salted Caramel', ' Iced Tea', ' Belgian Waffles']",300.0,4.1,289,4.3,2230,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']"
The Rock," Q 99, SLV Towers, 3rd Avenue, Near Yesesi Supermarket, Anna Nagar East, Chennai",Anna Nagar East,"['Thai', ' Chinese', ' North Indian', ' Biryani']","['Brownie', ' Dum Aloo', ' Chicken Lollipop', ' Biryani', ' Fish', ' Clear Soup', ' Panneer Butter Masala']",700.0,2.0,442,3.9,40,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table Reservation Not Required']"
HuTong," 34, Co-Operative Colony, Alwarpet, Chennai",Alwarpet,"['Chinese', ' Asian']","['Prawn', ' Dumplings', ' Jasmine Rice', ' Momos', ' Noodle', ' Calamari', ' Szechwan Chicken']",700.0,4.1,255,3.6,281,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
New Desi Tadka," 23/789, Dr Ramaswamy Salai, K K Nagar, Chennai",K.K. Nagar,"['North Indian', ' Chinese', ' Mughlai']","['Lassi', ' Panneer Butter Masala', ' Thali', ' Noodle', ' Butter Naan', ' Tikka', ' Tomato Soup']",900.0,3.9,312,3.7,548,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Salem RR Biriyani Unavagam," GST Road, Thoraipakam Road Over Bridge, Chromepet, Chennai",Chromepet,"['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']","['Biryani', ' Chicken 65']",600.0,4.1,333,4.0,209,"['Home Delivery', 'Indoor Seating']"
Gold Dragon," 1/142 C, OMR, Rajiv Gandhi Salai, Padur, Chennai",Padur,"['Chinese', ' Thai', ' Malaysian', ' Momos']","['Momos', ' Dumplings', ' Murgh Platter', ' Dragon Chicken', ' Clear Soup', ' Momo Platter', ' Thai Chicken']",900.0,4.1,329,3.7,4037,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']"
Mahal Biriyani & Restaurant," 570/680, P H Road, Aminjikarai, Chennai",Aminijikarai,"['Biryani', ' Chinese', ' Chettinad']",Invalid,400.0,3.8,272,3.9,12300,"['Home Delivery', 'Indoor Seating']"
Bikkgane Biryani," 2/536, Natesan Colony, Sri Ram Avenue, 4th Street, Kottivakkam, Chennai",Kottivakkam,"['Chinese', ' Andhra', ' Chettinad', ' North Indian']","['Chicken Biryani', ' Hyderabadi Mutton Biryani', ' Onion Raita', ' Butter Chicken', ' Roti', ' Panneer Butter Masala']",700.0,4.3,335,4.1,6902,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
The MaMa Shop," 111, 1st Street Shanthi Colony, Anna Nagar East, Chennai",Anna Nagar East,"['South Indian', ' Continental', ' Chinese']","['Maggi Goreng', ' Curd Rice', ' Rose Milk', ' Sandwich', ' Shawarma', ' Buttermilk', ' Spicy Chicken']",700.0,4.0,278,4.1,792,"['Home Delivery', 'Indoor Seating']"
Robot Restaurant," 208/3, OMR, Near St. Joseph's College, Semmancheri, Chennai",Semmancheri,"['Thai', ' Chinese', ' Asian', ' Momos', ' South Indian', ' Desserts', ' Beverages']","['Noodle', ' Momos', ' Lime Soda', ' Brownie', ' Shanghai Fried Rice', ' Mayonnaise Chicken', ' Fish Chilli']",1300.0,3.6,341,3.9,150,"['Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating']"
Sanjeevanam," 97, Nungambakkam High Road, Nungambakkam, Chennai",Nungambakkam,"['South Indian', ' North Indian', ' Beverages']","['Bhindi Masala', ' Thali', ' Vegetable Stew', ' Red Rice', ' Appam', ' Paratha', ' Spinach Soup']",850.0,4.1,337,4.0,1052,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Catering Available']"
Star Biriyani," 1, Malar Complex, Padi Pudhu Nagar, Anna Nagar West, Chennai",Anna Nagar West,"['North Indian', ' Chinese', ' Arabian', ' Biryani', ' Seafood']","['Egg Biryani', ' Chicken Biryani', ' Chicken Grill']",650.0,3.7,394,3.5,8344,"['Home Delivery', 'Indoor Seating']"
Courtallam Border Parotta," 6/1, By Pass Road, Near Murugan Kalyana Mandapam, Anand Garden, Gangai Nagar, Velachery, Chennai",Velachery,"['North Indian', ' South Indian', ' Chettinad']","['Carrot Halwa', ' Border Paratha', ' Chicken Kothu', ' Vegetable Corn Soup', ' Lime Soda', ' Sweet Corn Veg Soup', ' Omelette']",750.0,2.2,300,3.4,881,"['Home Delivery', 'Indoor Seating']"
O.S.B Hot & Chat," 82, Lake View Road, West Mambalam, Chennai",West Mambalam,"['Street Food', ' North Indian', ' Chinese', ' South Indian']","['Chaat', ' Panipuri', ' Pav Bhaji', ' Dahipuri', ' Rasmalai', ' Gulab Jamun', ' Fried Rice']",300.0,4.0,391,4.0,902,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
80 Degrees East," 34/27, 28th Street, Thillai Ganga Nagar, Nanganallur, Chennai",Nanganallur,['Cafe'],"['Pasta', ' Sandwich', ' Burgers', ' Nachos', ' Brownie', ' Garlic Bread', ' Salsa']",600.0,3.8,276,4.1,324,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes']"
Yaki BBQ," 32, Ramalingam Nagar, Old Mahabalipuram Road, Perungudi, Chennai",Perungudi,"['Biryani', ' North Indian', ' BBQ', ' South Indian']","['Noodle', ' Banana Leaf Fish', ' Biryani', ' Carrot Halwa', ' Veg Momos', ' Japanese Ramen', ' Naan']",1200.0,3.7,315,3.6,12500,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating', 'Buffet']"
Sri Balaji Woodlands," 1392, Bus Stand Road, Mogappair, Chennai",Mogappair,"['South Indian', ' Chinese', ' North Indian', ' Beverages']","['Masala Dosa', ' Coffee', ' Butter Naan']",450.0,3.9,219,3.9,7481,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Al Barack," 3, GST Road, Opposite MEPZ, Tambaram, Chennai",Tambaram,"['North Indian', ' Chinese', ' Seafood', ' Mughlai', ' Biryani', ' Beverages']","['Shawarma', ' Chicken Grill', ' Bbq Chicken', ' Gulab Jamun', ' Faluda', ' Chicken Shawarama', ' Roti']",800.0,4.0,416,3.7,6661,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Flower Power Tea Room," 18, 5th Avenue Thiruvalluvar Nagar, Besant Nagar, Chennai",Besant Nagar,"['Cafe', ' Tea', ' Desserts', ' British']","['Tea', ' Sandwich', ' Scones', ' Vanilla Sponge Cake', ' Cupcake', ' English Breakfast', ' Custard']",650.0,4.2,264,3.9,44,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Table reservation required']"
Cereal Killer Bistro," 36, F Block, 3rd Street, 2nd Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['Fast Food', ' Healthy Food', ' Beverages']","['Fries', ' Pancakes', ' Healthy Breakfast', ' Sandwich', ' Chocolate Milk', ' Cereal Bowl', ' Continental Breakfast']",500.0,3.9,265,3.4,516,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Kolathur Kudumbam," 8, Psilli Nagar, 1st Main Road, Kolathur, Chennai",Kolathur,"['South Indian', ' Chinese']",['Panneer Butter Masala'],400.0,3.2,264,3.5,11500,"['Home Delivery', 'Indoor Seating']"
Royal North Indian," 36/2, NSC Bose Nagar, Pothapedu Main Road, Porur, Chennai",Porur,"['North Indian', ' Chinese', ' Fast Food', ' Biryani']",['Butter Chicken'],400.0,4.0,308,4.0,12300,"['Home Delivery', 'Indoor Seating']"
Frozen Bottle," Plot 995/A, 11th Main Road, 2nd Avenue, Anna Nagar West, Chennai",Anna Nagar West,"['Beverages', ' Desserts', ' Ice Cream']","['Berryblast', ' Dessert Jar', ' Kesar Badam', ' Chocolate Milkshake', ' Kit Kat Shake', ' Thick Shakes', ' Butterscotch Milk Shake']",350.0,3.7,261,4.2,1217,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']"
Amala Chettinadu Mess," 785, Block G, 2nd Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['Chettinad', ' South Indian', ' Chinese']","['Chicken 65', ' Prawn', ' Chicken Pepper Fry', ' Paratha', ' Fish Fry', ' Mutton Chukka', ' Vanjaram Fry']",300.0,4.1,364,3.9,10300,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Milkshake And Co.," 33/1, Old 54, 25th Cross Street, Besant Nagar, Chennai",Besant Nagar,"['Beverages', ' Fast Food']","['Burgers', ' Fried Cheese', ' Peri Peri Fries', ' Thick Shakes', ' Lemonade', ' French Fries', ' Green Apple']",400.0,4.4,210,4.2,137,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hotel Millath," 7/4, West Cott Road, Near Tower Clock, Royapettah, Chennai",Royapettah,"['Mangalorean', ' Chettinad']","['Paratha', ' Chicken Biryani', ' Kothu Parotta']",500.0,3.9,223,3.9,7705,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Sri Godavari Ruchulu, Padur Main Road,Padur,['Andhra'],['Chicken Biryani'],350.0,3.9,458,3.5,6374,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Cheese N Freeze," 28, Near Seeman Textiles, Station Road, Radha Nagar, Chromepet, Chennai",Chromepet,"['Fast Food', ' Pizza', ' Momos', ' Italian']","['Pizza', ' Burgers', ' Fries', ' Brownie', ' White Pasta', ' Garlic Bread', ' Momos']",400.0,3.9,263,3.9,1773,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table booking recommended']"
Brown House," Shop 2/516, GST Road, Vandalur, Chennai",Vandalur,"['BBQ', ' North Indian', ' Mughlai', ' Chinese', ' Fast Food']","['Chicken Grill', ' Faluda', ' Chicken Noodle', ' Chicken Biryani', ' Momos', ' Shawarma', ' Chaat']",600.0,3.9,310,3.8,6391,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Sree Gupta Bhavan," 1/5, Singaperumal Koil, GST Road, Chennai",GST Road,"['North Indian', ' Street Food', ' Beverages', ' Desserts']","['Chaat', ' Pav Bhaji', ' Panipuri', ' Chole Bhature', ' Dahipuri', ' Lassi', ' Faluda']",550.0,3.9,267,4.2,251,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
High on Grills," 117, Ravilla Tower's, Vasanth Colony, W Block, Anna Nagar West, Chennai",Anna Nagar West,"['North Indian', ' Mughlai']","['Malai Broccoli', ' Fish', ' Rabri', ' Mocktails', ' Veg Jalfrezi', ' Veg Platter', ' Sea Food']",850.0,4.0,168,3.4,111,"['Home Delivery', 'Rooftop']"
Hungry Cars," 14, Rajiv Gandhi Salai, Near Imperial Towers, Egatoor, Chennai",Egatoor,"['Asian', ' Cafe', ' South Indian', ' Kebab', ' Chinese', ' Burger']","['Dragon Chicken', ' Chop Suey', ' Phuket Fish', ' Chicken Noodle', ' American Chopsuey', ' Biryani', ' Honey Potato']",800.0,4.0,246,2.9,379,"['Home Delivery', 'Gaming Area', 'Outdoor Seating', 'Pool Table', 'Indoor Seating', 'Table booking recommended']"
Massbunk Restaurant," 73, Dr Alagappa Road, Purasavakkam, Chennai","Massbunk Complex, Purasavakkam",['Fast Food'],"['Pasta', ' Fries', ' Spaghetti', ' Cappuccino', ' Waffles', ' Nachos', ' Chocolate Icecreams']",500.0,4.0,250,3.5,277,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Serves Jain Food', 'Live Music', 'Vegan Options']"
M.A.D House," 244, Kilpauk Garden Road, Kilpauk, Chennai",Kilpauk,"['Italian', ' North Indian', ' Chinese']","['Cheese Burst Pizza', ' Peri Peri Pizza', ' Brownie', ' Peri Fries', ' Nachos', ' Mixed Sauce Pasta', ' Garlic Bread']",400.0,3.9,266,4.3,678,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Pulusu," E3, OMR Food Street, Ambattur Industrial Estate, Ambattur, Chennai","OMR Food Street, Ambattur","['Andhra', ' South Indian', ' Biryani']","['Lassi', ' Fish Curry', ' Gongura Mutton', ' Hyderabadi Biryani', ' Pot Biryani', ' Mutton Pulusu']",700.0,4.2,322,3.7,8340,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Bharani Veg," 51, LB Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['North Indian', ' South Indian', ' Chinese']","['Panneer Butter Masala', ' Vada', ' Butter Naan', ' Idiyappam', ' Sugarcane Juice', ' Coffee', ' Thali']",600.0,3.9,394,3.7,12,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Serves Jain Food', 'All Day Breakfast', 'Valet Parking Available']"
